stateabb,ccode,leadid,leader,sdate,smonth,syear,emonth,eyear
ICE,395,A2.9-6178,Thors,21,10,1944,2,1947
ICE,395,A2.9-6181,Stefansson,3,2,1947,12,1949
ICE,395,A2.9-6184,Thors,6,12,1949,3,1950
ICE,395,A2.9-6187,Steinthorsson,14,3,1950,9,1953
ICE,395,A2.9-6190,Thors,13,9,1953,7,1956
ICE,395,A2.9-6193,Jonasson,21,7,1956,12,1958
ICE,395,A2.9-6196,Jonsson,23,12,1958,11,1959
ICE,395,A2.9-6199,Thors,20,11,1959,11,1963
ICE,395,A2.9-6202,Benediktsson,14,11,1963,7,1970
ICE,395,A2.9-6205,Hafstein,10,7,1970,7,1971
ICE,395,A2.9-6208,Johannesson,14,7,1971,8,1974
ICE,395,A2.9-6211,Hallgrimsson,29,8,1974,8,1978
ICE,395,A2.9-6214,Johannesson,31,8,1978,10,1979
ICE,395,A2.9-6217,Groendal,15,10,1979,2,1980
ICE,395,A2.9-6220,Thoroddsen,8,2,1980,5,1983
ICE,395,A2.9-6223,Hermannsson,26,5,1983,7,1987
ICE,395,A2.9-6226,Palsson,8,7,1987,9,1988
ICE,395,A2.9-6229,Hermannsson,28,9,1988,4,1991
ICE,395,A2.9-6232,Oddsson,30,4,1991,9,2004
ICE,395,A2.9-6235,Halldor Asgrimsson,15,9,2004,6,2006
ICE,395,A3.0-117,Hilmar Haarde,15,6,2006,2,2009
ICE,395,A3.0-118,Sigurdardottir,1,2,2009,5,2013
ICE,395,cb-395-1,Gunnlaugsson,23,5,2013,,
CAP,402,A2.9-6238,Pires,8,7,1975,4,1991
CAP,402,A2.9-6241,Veiga,4,4,1991,7,2000
CAP,402,A2.9-6244,do Rosario,29,7,2000,2,2001
CAP,402,A2.9-6247,Neves,1,2,2001,,
GNB,404,A2.9-6250,Cabral,10,9,1974,11,1980
GNB,404,A2.9-6253,Vieira,14,11,1980,5,1999
GNB,404,A2.9-6256,Mane,7,5,1999,5,1999
GNB,404,A2.9-6259,Sanha,14,5,1999,2,2000
GNB,404,A2.9-6262,Kumba Iala,18,2,2000,9,2003
GNB,404,A2.9-6265,Correia Seabra,14,9,2003,9,2003
GNB,404,A2.9-6268,Henrique Pereira Rosa,28,9,2003,10,2005
GNB,404,A3.0-119,Vieira,1,10,2005,3,2009
GNB,404,A3.0-120,Raimundo Perreira,2,3,2009,9,2009
GNB,404,A3.0-121,Sanha,8,9,2009,1,2012
GNB,404,cb-404-1,Pereira,9,1,2012,4,2012
GNB,404,cb-404-2,Kuruma,12,4,2012,5,2012
GNB,404,cb-404-3,Nhamadjo,11,5,2012,6,2014
GNB,404,cb-404-4,Vaz,23,6,2014,,
EQG,411,A2.9-6271,Bonifacio Ondo Edu,15,12,1963,10,1968
EQG,411,A2.9-6274,Macias Nguema,12,10,1968,8,1979
EQG,411,A2.9-6277,Nguema Mbasogo,3,8,1979,,
GAM,420,A2.9-6280,Jawara,18,2,1965,7,1994
GAM,420,A2.9-6283,Jammeh,22,7,1994,,
MLI,432,A2.9-6286,Keita,22,9,1960,11,1968
MLI,432,A2.9-6289,Traore,19,11,1968,3,1991
MLI,432,A2.9-6292,Amadou Toure,26,3,1991,6,1992
MLI,432,A2.9-6295,Konare,6,6,1992,6,2002
MLI,432,A2.9-6298,Amadou Toure,9,6,2002,3,2012
MLI,432,cb-432-1,Sanogo,22,3,2012,4,2012
MLI,432,cb-432-2,Traore,12,4,2012,9,2013
MLI,432,cb-432-3,Keita,4,9,2013,,
SEN,433,A2.9-6301,Senghor,20,8,1960,12,1980
SEN,433,A2.9-6304,Diouf,1,1,1981,4,2000
SEN,433,A2.9-6307,Abdoulaye Wade,2,4,2000,4,2012
SEN,433,cb-433-1,Macky Sall,2,4,2012,,
BEN,434,A2.9-6310,Maga,1,1,1960,10,1963
BEN,434,A2.9-6313,Soglo,28,10,1963,1,1964
BEN,434,A2.9-6316,Apithy,19,1,1964,11,1965
BEN,434,A2.9-6319,Congacou,29,11,1965,12,1965
BEN,434,A2.9-6322,Soglo,22,12,1965,12,1967
BEN,434,A2.9-6325,Alley,17,12,1967,8,1968
BEN,434,A2.9-6328,Zinsou,1,8,1968,12,1969
BEN,434,A2.9-6331,Kouandete,10,12,1969,12,1969
BEN,434,A2.9-6334,Paul-Emile de Souza,13,12,1969,5,1970
BEN,434,A2.9-6337,Maga,7,5,1970,4,1972
BEN,434,A2.9-6340,Ahomadegbe,7,4,1972,10,1972
BEN,434,A2.9-6343,Kerekou,27,10,1972,4,1991
BEN,434,A2.9-6346,"Soglo, N",4,4,1991,4,1996
BEN,434,A2.9-6349,Kerekou,4,4,1996,4,2006
BEN,434,A3.0-122,Yayi Boni,6,4,2006,,
MAA,435,A2.9-6352,Ould Daddah,28,11,1960,7,1978
MAA,435,A2.9-6355,Ould Mohamed Salek,10,7,1978,4,1979
MAA,435,A2.9-6358,Ould Bouceif,6,4,1979,5,1979
MAA,435,A2.9-6361,Ould Sidi,27,5,1979,5,1979
MAA,435,A2.9-6364,Ould Ahmed Louly,3,6,1979,1,1980
MAA,435,A2.9-6367,Ould Haidalla,4,1,1980,12,1984
MAA,435,A2.9-6370,Sidi Ahmed Taya,12,12,1984,8,2005
MAA,435,A3.0-123,Ould Mohamed Vall,3,8,2005,4,2007
MAA,435,A3.0-124,Ould Cheikh Abdellahi,3,8,2005,8,2008
MAA,435,A3.0-125,Ould Abdel Aziz,6,8,2008,4,2009
MAA,435,A3.0-126,dit M'Bare,15,4,2009,8,2009
MAA,435,A3.0-127,Ould Abdel Aziz,5,8,2009,,
NIR,436,A2.9-6373,Diori,3,10,1960,4,1974
NIR,436,A2.9-6376,Kountche,17,4,1974,11,1987
NIR,436,A2.9-6379,Seibou,10,11,1987,4,1993
NIR,436,A2.9-6382,Ousmane,16,4,1993,1,1996
NIR,436,A2.9-6385,Mainassara,27,1,1996,4,1999
NIR,436,A2.9-6388,Wanke,11,4,1999,12,1999
NIR,436,A2.9-6391,Mamadou,22,12,1999,2,2010
NIR,436,A3.0-128,Djibo,8,2,2010,4,2011
NIR,436,A3.0-129,Issoufou,7,4,2011,,
CDI,437,A2.9-6394,Houphouet-Boigny,7,8,1960,12,1993
CDI,437,A2.9-6397,Konan Bedie,7,12,1993,12,1999
CDI,437,A2.9-6400,Guei,25,12,1999,10,2000
CDI,437,A2.9-6403,Laurent Gbagbo,26,10,2000,4,2011
CDI,437,A3.0-130,Ouattara,11,4,2011,,
GUI,438,A2.9-6406,Toure,2,10,1958,3,1984
GUI,438,A2.9-6409,Beavogui,27,3,1984,4,1984
GUI,438,A2.9-6412,Conte,3,4,1984,12,2008
GUI,438,A3.0-131,Sompare,22,12,2008,12,2008
GUI,438,A3.0-132,Dadis Camara,23,12,2008,12,2009
GUI,438,A3.0-133,Sekouba Konate,5,12,2009,12,2010
GUI,438,A3.0-134,Conde,21,12,2010,,
BFO,439,A2.9-6415,Yameogo,5,8,1960,1,1966
BFO,439,A2.9-6418,Lamizana,3,1,1966,1,1971
BFO,439,A2.9-6421,Gerard Kango Ouedraogo,13,1,1971,2,1974
BFO,439,A2.9-6424,Lamizana,8,2,1974,11,1980
BFO,439,A2.9-6427,Zerbo,25,11,1980,11,1982
BFO,439,A2.9-6430,J. P. Ouedraogo,7,11,1982,8,1983
BFO,439,A2.9-6433,Sankara,4,8,1983,10,1987
BFO,439,A2.9-6436,Campaore,15,10,1987,10,2014
BFO,439,cb-439-1,Zida,1,11,2014,11,2014
BFO,439,cb-439-2,Kafando,18,11,2014,,
LBR,450,A2.9-6478,Tubman,1,1,1944,7,1971
LBR,450,A2.9-6481,Tolbert,23,7,1971,4,1980
LBR,450,A2.9-6484,Doe,12,4,1980,9,1990
LBR,450,A2.9-6487,Sawyer,22,11,1990,3,1994
LBR,450,A2.9-6490,Kpormapkor,7,3,1994,9,1995
LBR,450,A2.9-6493,Sankawulo,1,9,1995,9,1996
LBR,450,A2.9-6496,Perry,3,9,1996,8,1997
LBR,450,A2.9-6499,Taylor,2,8,1997,8,2003
LBR,450,A2.9-6502,Moses Zeh Blah,11,8,2003,10,2003
LBR,450,A2.9-6505,Bryant,14,10,2003,1,2006
LBR,450,A3.0-135,Johnson Sirleaf,16,1,2006,,
SIE,451,A2.9-6508,"Margai,M",27,4,1961,4,1964
SIE,451,A2.9-6511,"Margai, A",29,4,1964,3,1967
SIE,451,A2.9-6514,Lansana,21,3,1967,3,1967
SIE,451,A2.9-6517,Juxon-Smith,27,3,1967,4,1968
SIE,451,A2.9-6520,Stevens,19,4,1968,11,1985
SIE,451,A2.9-6523,Momoh,28,11,1985,4,1992
SIE,451,A2.9-6526,Strasser,1,5,1992,1,1996
SIE,451,A2.9-6529,Bio,17,1,1996,3,1996
SIE,451,A2.9-6532,Kabbah,29,3,1996,5,1997
SIE,451,A2.9-6535,Koroma,25,5,1997,2,1998
SIE,451,A2.9-6538,Kabbah,10,3,1998,9,2007
SIE,451,A3.0-136,Bai Koroma,17,9,2007,,
GHA,452,A2.9-6541,Nkrumah,21,3,1952,2,1966
GHA,452,A2.9-6544,Ankrah,24,2,1966,4,1969
GHA,452,A2.9-6547,Afrifa,3,4,1969,9,1969
GHA,452,A2.9-6550,Busia,3,9,1969,1,1972
GHA,452,A2.9-6553,Acheampong,13,1,1972,7,1978
GHA,452,A2.9-6556,Akuffo,5,7,1978,6,1979
GHA,452,A2.9-6559,Rawlings,5,6,1979,9,1979
GHA,452,A2.9-6562,Limann,24,9,1979,12,1981
GHA,452,A2.9-6565,Rawlings,31,12,1981,1,2001
GHA,452,A2.9-6568,John Agyekum Kufuor,8,1,2001,1,2009
GHA,452,A3.0-137,Atta Mills,7,1,2009,7,2012
GHA,452,cb-452-1,Mahama,24,7,2012,,
TOG,461,A2.9-6571,Olympio,27,4,1960,1,1963
TOG,461,A2.9-6574,Grunitzky,16,1,1963,1,1967
TOG,461,A2.9-6577,Dadjo,13,1,1967,4,1967
TOG,461,A2.9-6580,Eyadema,14,4,1967,2,2005
TOG,461,A3.0-138,Faure Gnassingbe,5,2,2005,2,2005
TOG,461,A3.0-139,Bonfoh,25,2,2005,5,2005
TOG,461,A3.0-140,Faure Gnassingbe,4,5,2005,,
CAO,471,A2.9-6583,Ahidjo,1,1,1960,11,1982
CAO,471,A2.9-6586,Biya,6,11,1982,,
NIG,475,A2.9-6589,Balewa,1,10,1960,1,1966
NIG,475,A2.9-6592,Ironsi,15,1,1966,7,1966
NIG,475,A2.9-6595,Gowon,29,7,1966,7,1975
NIG,475,A2.9-6598,Ramat Mohammed,29,7,1975,2,1976
NIG,475,A2.9-6601,Obasanjo,13,2,1976,10,1979
NIG,475,A2.9-6604,Shagari,1,10,1979,12,1983
NIG,475,A2.9-6607,Buhari,31,12,1983,8,1985
NIG,475,A2.9-6610,Babangida,27,8,1985,8,1993
NIG,475,A2.9-6613,Shonekan,26,8,1993,11,1993
NIG,475,A2.9-6616,Abacha,17,11,1993,6,1998
NIG,475,A2.9-6619,Abubakar,9,6,1998,5,1999
NIG,475,A2.9-6622,Obasanjo,29,5,1999,5,2007
NIG,475,A3.0-141,Yar'Adua,29,5,2007,2,2010
NIG,475,A3.0-142,Goodluck Jonathan,9,2,2010,5,2015
NIG,475,cb-475-1,Buhari,29,5,2015,,
GAB,481,A2.9-6625,Mba,17,8,1960,2,1964
GAB,481,A2.9-6628,Aubaume,17,2,1964,2,1964
GAB,481,A2.9-6631,Mba,20,2,1964,11,1967
GAB,481,A2.9-6634,Bongo,28,11,1967,6,2009
GAB,481,A3.0-143,Rogombe,10,6,2009,10,2009
GAB,481,A3.0-144,Ondimba,16,10,2009,,
CEN,482,A2.9-6637,Dacko,13,8,1960,1,1966
CEN,482,A2.9-6640,Bokassa,1,1,1966,9,1979
CEN,482,A2.9-6643,Dacko,21,9,1979,9,1981
CEN,482,A2.9-6646,Kolingba,1,9,1981,10,1993
CEN,482,A2.9-6649,Patasse,22,10,1993,3,2003
CEN,482,A2.9-6652,Francois Bozize,15,3,2003,3,2013
CEN,482,cb-482-1,Djotidia,24,3,2013,1,2014
CEN,482,cb-482-2,Nguendet,10,1,2014,1,2014
CEN,482,cb-482-3,Samba-Panza,23,1,2014,,
CHA,483,A2.9-6655,Tombalbaye,11,8,1960,4,1975
CHA,483,A2.9-6658,Malloum,15,4,1975,3,1979
CHA,483,A2.9-6661,Oueddei,23,3,1979,6,1982
CHA,483,A2.9-6664,Habre,19,6,1982,12,1990
CHA,483,A2.9-6667,Deby,4,12,1990,,
CON,484,A2.9-6670,Youlou,15,8,1960,8,1963
CON,484,A2.9-6673,Debat,16,8,1963,9,1968
CON,484,A2.9-6676,Raoul,4,9,1968,1,1969
CON,484,A2.9-6679,Ngouabi,1,1,1969,3,1977
CON,484,A2.9-6682,Opango,18,3,1977,2,1979
CON,484,A2.9-6685,Nguesso,8,2,1979,8,1992
CON,484,A2.9-6688,Lissouba,31,8,1992,10,1997
CON,484,A2.9-6691,Nguesso,15,10,1997,,
DRC,490,A2.9-6694,Lumumba,30,6,1960,9,1960
DRC,490,A2.9-6697,Mobutu,14,9,1960,9,1960
DRC,490,A2.9-6700,Kasavubu,20,9,1960,11,1965
DRC,490,A2.9-6703,Mobutu,25,11,1965,5,1997
DRC,490,A2.9-6706,Laurent Kabila,16,5,1997,1,2001
DRC,490,A2.9-6709,Joseph Kabila,17,1,2001,,
UGA,500,A2.9-6712,Obote,9,10,1962,1,1971
UGA,500,A2.9-6715,Amin,25,1,1971,4,1979
UGA,500,A2.9-6718,Yusuf Lule,13,4,1979,6,1979
UGA,500,A2.9-6721,Banaisa,20,6,1979,5,1980
UGA,500,A2.9-6724,Paulo Muwanga,18,5,1980,12,1980
UGA,500,A2.9-6727,Obote,17,12,1980,7,1985
UGA,500,A2.9-6730,Okello,29,7,1985,1,1986
UGA,500,A2.9-6733,Museveni,29,1,1986,,
KEN,501,A2.9-6736,Kenyatta,12,12,1963,8,1978
KEN,501,A2.9-6739,Moi,22,8,1978,12,2002
KEN,501,A2.9-6742,Mwai Kibaki,3,12,2002,4,2013
KEN,501,cb-501-1,Kenyatta,9,4,2013,,
TAZ,510,A2.9-6745,Nyerere,9,11,1961,11,1985
TAZ,510,A2.9-6748,Mwinyi,5,11,1985,11,1995
TAZ,510,A2.9-6751,Mkapa,5,11,1995,12,2005
TAZ,510,A3.0-145,Kikwete,21,12,2005,,
ZAN,511,A2.9-6754,Shamte Hamadi,5,6,1961,1,1964
ZAN,511,A2.9-6757,Kassim Hanga,12,1,1964,4,1964
BUI,516,A2.9-6760,Mwambutsa,1,7,1962,7,1966
BUI,516,A2.9-6763,Ntare,8,7,1966,11,1966
BUI,516,A2.9-6766,Micombero,28,11,1966,11,1976
BUI,516,A2.9-6769,Bagaza,9,11,1976,9,1987
BUI,516,A2.9-6772,Buyoya,3,9,1987,7,1993
BUI,516,A2.9-6775,Ndadaye,10,7,1993,10,1993
BUI,516,A2.9-6778,Ngueze,21,10,1993,10,1993
BUI,516,A2.9-6781,Kinigi,27,10,1993,2,1994
BUI,516,A2.9-6784,Ntarymira,5,2,1994,4,1994
BUI,516,A2.9-6787,Ntibantunganya,6,4,1994,7,1996
BUI,516,A2.9-6790,Buyoya,25,7,1996,4,2003
BUI,516,A2.9-6793,Ndayizeye,30,4,2003,8,2005
BUI,516,A3.0-146,Nkurunziza,26,8,2005,,
RWA,517,A2.9-6796,Kayibanda,26,10,1961,7,1973
RWA,517,A2.9-6799,Habyarimana,5,7,1973,4,1994
RWA,517,A2.9-6802,Sindikubwabo,6,4,1994,7,1994
RWA,517,A2.9-6805,Paul Kagame,19,7,1994,,
SOM,520,A2.9-6808,Osman Daar,1,7,1960,7,1967
SOM,520,A2.9-6811,Shermarke,10,7,1967,10,1969
SOM,520,A2.9-6814,Siad Barre,21,10,1969,1,1991
SOM,520,cb-520-2,Hassan Sheikh Mohamud,16,9,2012,,
DJI,522,A2.9-6817,Gouled Aptidon,27,6,1977,5,1999
DJI,522,A2.9-6820,Guelleh,8,5,1999,,
ETH,530,A2.9-6841,Selassie,5,5,1941,9,1974
ETH,530,A2.9-6844,Andom,12,9,1974,11,1974
ETH,530,A2.9-6847,Banti,28,11,1974,2,1977
ETH,530,A2.9-6850,Mengistu Marriam,11,2,1977,5,1991
ETH,530,A2.9-6853,Gebre Kidan,21,5,1991,5,1991
ETH,530,A2.9-6856,Meles Zenawi,27,5,1991,8,2012
ETH,530,cb-530-1,Desalegn,20,8,2012,,
ERI,531,A2.9-6859,Afeworki,24,5,1993,,
ANG,540,A2.9-6862,Neto,11,11,1975,9,1979
ANG,540,A2.9-6865,Dos Santos,10,9,1979,,
MZM,541,A2.9-6868,Machel,25,6,1975,10,1986
MZM,541,A2.9-6871,Chissano,6,11,1986,2,2005
MZM,541,A3.0-147,Guebuza,2,2,2005,1,2015
MZM,541,cb-541-1,Nyussi,15,1,2015,,
ZAM,551,A2.9-6874,Kaunda,24,10,1964,11,1991
ZAM,551,A2.9-6877,Chiluba,2,11,1991,1,2002
ZAM,551,A2.9-6880,Levy Mwanawasa,3,1,2002,8,2008
ZAM,551,A3.0-148,Banda,19,8,2008,9,2011
ZAM,551,A3.0-149,Sata,23,9,2011,10,2014
ZAM,551,cb-551-1,Scott,29,10,2014,1,2015
ZAM,551,cb-551-2,Lungu,25,1,2015,,
ZIM,552,A2.9-6883,Smith,11,11,1965,5,1979
ZIM,552,A2.9-6886,Muzorewa,29,5,1979,12,1979
ZIM,552,A2.9-6889,Mugabe,4,3,1980,,
MAW,553,A2.9-6892,Banda,6,7,1964,5,1994
MAW,553,A2.9-6895,Muluzi,21,5,1994,5,2004
MAW,553,A2.9-6898,Bingu wa Mutharika,24,5,2004,4,2012
MAW,553,cb-553-1,Banda,5,4,2012,5,2014
MAW,553,cb-553-2,Mutharika,31,5,2014,,
SAF,560,A2.9-6910,Smuts,6,9,1939,6,1948
SAF,560,A2.9-6913,Malan,3,6,1948,11,1954
SAF,560,A2.9-6916,Strijdom,2,12,1954,8,1958
SAF,560,A2.9-6919,Swart,23,8,1958,9,1958
SAF,560,A2.9-6922,Verwoerd,3,9,1958,9,1966
SAF,560,A2.9-6925,Donges,6,9,1966,9,1966
SAF,560,A2.9-6928,Vorster,13,9,1966,9,1978
SAF,560,A2.9-6931,Botha,28,9,1978,1,1989
SAF,560,A2.9-6934,Heunis,19,1,1989,3,1989
SAF,560,A2.9-6937,Botha,15,3,1989,8,1989
SAF,560,A2.9-6940,deKlerk,15,8,1989,5,1994
SAF,560,A2.9-6943,Mandela,10,5,1994,6,1999
SAF,560,A2.9-6946,Mbeki,16,6,1999,9,2008
SAF,560,A3.0-150,Motlanthe,25,9,2008,5,2009
SAF,560,A3.0-151,Zuma,9,5,2009,,
NAM,565,A2.9-7003,Nujoma,21,3,1990,3,2005
NAM,565,A3.0-152,Pohamba,21,3,2005,3,2015
NAM,565,cb-565-1,Geingob,21,3,2015,,
LES,570,A2.9-7006,Jonathan,4,10,1966,1,1986
LES,570,A2.9-7009,Lekhanya,24,1,1986,5,1991
LES,570,A2.9-7012,Ramaema,2,5,1991,4,1993
LES,570,A2.9-7015,Mokhehle,2,4,1993,8,1994
LES,570,A2.9-7018,Letsie III,17,8,1994,9,1994
LES,570,A2.9-7021,Mokhehle,14,9,1994,5,1998
LES,570,A2.9-7024,Mosisili,29,5,1998,6,2012
LES,570,cb-570-1,Thabane,8,6,2012,3,2015
LES,570,cb-570-2,Mosisili,17,3,2015,,
BOT,571,A2.9-7027,Khama,30,9,1966,7,1980
BOT,571,A2.9-7030,Masire,13,7,1980,3,1998
BOT,571,A2.9-7033,Mogae,31,3,1998,3,2008
BOT,571,A3.0-153,Ian Khama,31,3,2008,,
SWA,572,A2.9-7036,Subhuza II,6,9,1968,8,1982
SWA,572,A2.9-7039,Dzeliwe Shongwe,21,8,1982,8,1983
SWA,572,A2.9-7042,Ntombe Thwala,10,8,1983,4,1986
SWA,572,A2.9-7045,Mswati,25,4,1986,,
MAG,580,A2.9-7051,Tsiranana,26,6,1960,10,1972
MAG,580,A2.9-7054,Ramanantsoa,12,10,1972,2,1975
MAG,580,A2.9-7057,Ratsimandrava,5,2,1975,2,1975
MAG,580,A2.9-7060,Gilles Andriamahazo,11,2,1975,6,1975
MAG,580,A2.9-7063,Ratsiraka,15,6,1975,3,1993
MAG,580,A2.9-7066,Zafy,27,3,1993,9,1996
MAG,580,A2.9-7069,Ratsirahonana,5,9,1996,2,1997
MAG,580,A2.9-7072,Ratsiraka,9,2,1997,7,2002
MAG,580,A2.9-7075,Marc Ravalomanana,6,7,2002,3,2009
MAG,580,A3.0-154,Rajoelina,17,3,2009,1,2014
MAG,580,cb-580-1,Rajaonarimampianina,25,1,2014,,
COM,581,A2.9-7078,Abdallah,6,7,1975,8,1975
COM,581,A2.9-7081,Soilih,3,8,1975,5,1978
COM,581,A2.9-7084,Bob Denard,13,5,1978,12,1989
COM,581,A2.9-7087,Djohar,18,12,1989,9,1995
COM,581,A2.9-7090,Bob Denard,29,9,1995,10,1995
COM,581,A2.9-7093,el-Yachroutu,5,10,1995,1,1996
COM,581,A2.9-7096,Djohar,26,1,1996,3,1996
COM,581,A2.9-7099,Abdoulkarim,25,3,1996,11,1998
COM,581,A2.9-7102,Massounde,6,11,1998,4,1999
COM,581,A2.9-7105,Azali Assoumani,30,4,1999,1,2002
COM,581,A2.9-7108,Hamada Madi,22,1,2002,5,2002
COM,581,A2.9-7111,Azali Assoumani,27,5,2002,5,2006
COM,581,A3.0-155,Sambi,26,5,2006,5,2011
COM,581,A3.0-156,Dhoinine,26,5,2011,,
MAS,590,A2.9-7114,Ramgoolam,12,3,1968,6,1982
MAS,590,A2.9-7117,Anerood Jugnauth,16,6,1982,12,1995
MAS,590,A2.9-7120,Ramgoolam N.,22,12,1995,9,2000
MAS,590,A2.9-7123,Anerood Jugnauth,18,9,2000,9,2003
MAS,590,A2.9-7126,Paul Berenger,30,9,2003,7,2005
MAS,590,A3.0-157,Ramgoolam N.,5,7,2005,12,2014
MAS,590,cb-590-1,Jugnauth,17,12,2014,,
MOR,600,A2.9-7135,Mohammed V,2,3,1956,2,1961
MOR,600,A2.9-7138,Hassan II,26,2,1961,7,1999
MOR,600,A2.9-7141,Muhammad VI,23,7,1999,,
ALG,615,A2.9-7144,Ben Khedda,3,7,1962,9,1962
ALG,615,A2.9-7147,Bella,26,9,1962,6,1965
ALG,615,A2.9-7150,Boumedienne,19,6,1965,12,1978
ALG,615,A2.9-7153,Bitat,27,12,1978,2,1979
ALG,615,A2.9-7156,Benjedid,7,2,1979,1,1992
ALG,615,A2.9-7159,Boudiaf,14,1,1992,6,1992
ALG,615,A2.9-7162,Kafi,2,7,1992,1,1994
ALG,615,A2.9-7165,Zeroual,31,1,1994,4,1999
ALG,615,A2.9-7168,Bouteflika,27,4,1999,,
TUN,616,A2.9-7174,Muhammad al-Amin,15,5,1943,7,1957
TUN,616,A2.9-7177,Ben Ali Bourguiba,25,7,1957,11,1987
TUN,616,A2.9-7180,Zine Al-Abidine Ben Ali,7,11,1987,1,2011
TUN,616,A3.0-158,Ghannouchi,14,1,2011,1,2011
TUN,616,A3.0-159,Mebazaa,15,1,2011,12,2011
TUN,616,A3.0-160,Marzouki,13,12,2011,12,2014
TUN,616,cb-616-1,Essebi,1,1,2015,,
LIB,620,A2.9-7183,Idris,24,12,1951,9,1969
LIB,620,A2.9-7186,Qaddafi,1,9,1969,8,2011
SUD,625,A2.9-7189,Al-Azhari,1,1,1956,7,1956
SUD,625,A2.9-7192,Khalil,5,7,1956,11,1958
SUD,625,A2.9-7195,Abboud,18,11,1958,11,1964
SUD,625,A2.9-7198,al-Khalifa,1,11,1964,6,1965
SUD,625,A2.9-7201,Maghoub,14,6,1965,7,1966
SUD,625,A2.9-7204,Mahdi,26,7,1966,5,1967
SUD,625,A2.9-7207,Maghoub,18,5,1967,5,1969
SUD,625,A2.9-7210,Nimeiri,25,5,1969,7,1971
SUD,625,A2.9-7213,Osman,19,7,1971,7,1971
SUD,625,A2.9-7216,Nimeiri,22,7,1971,4,1985
SUD,625,A2.9-7219,Abdul Rahman Swaredahab,6,4,1985,5,1986
SUD,625,A2.9-7222,Al-Mirghani,6,5,1986,6,1989
SUD,625,A2.9-7225,Al-Bashir,30,6,1989,,
IRN,630,A2.9-7243,Mohammad Reza,16,9,1941,4,1951
IRN,630,A2.9-7246,Mohammad Mossadeg,30,4,1951,8,1953
IRN,630,A2.9-7249,Mohammad Reza,19,8,1953,1,1979
IRN,630,A2.9-7252,Ayatollah Khomeini,1,2,1979,6,1989
IRN,630,A2.9-7255,Khamenei,4,6,1989,8,1989
IRN,630,A2.9-7258,Rafsanjani,17,8,1989,8,1997
IRN,630,A2.9-7261,Khatami,3,8,1997,8,2005
IRN,630,A3.0-162,Ahmadinejad,3,8,2005,8,2013
IRN,630,cb-630-1,Rouhani,3,8,2013,,
TUR,640,A2.9-7285,Inonu,11,11,1938,5,1950
TUR,640,A2.9-7288,Menderes,22,5,1950,5,1960
TUR,640,A2.9-7291,Gursel,27,5,1960,11,1961
TUR,640,A2.9-7294,Inonu,10,11,1961,2,1965
TUR,640,A2.9-7297,Urguplu,13,2,1965,10,1965
TUR,640,A2.9-7300,Demirel,27,10,1965,3,1971
TUR,640,A2.9-7303,Erim,19,3,1971,4,1972
TUR,640,A2.9-7306,Melen,22,5,1972,4,1973
TUR,640,A2.9-7309,Talu,15,4,1973,1,1974
TUR,640,A2.9-7312,Ecevit,25,1,1974,11,1974
TUR,640,A2.9-7315,Irmak,17,11,1974,3,1975
TUR,640,A2.9-7318,Demirel,31,3,1975,6,1977
TUR,640,A2.9-7321,Ecevit,21,6,1977,7,1977
TUR,640,A2.9-7324,Demirel,21,7,1977,12,1977
TUR,640,A2.9-7327,Ecevit,1,1,1978,11,1979
TUR,640,A2.9-7330,Demirel,12,11,1979,9,1980
TUR,640,A2.9-7333,Evren,20,9,1980,11,1983
TUR,640,A2.9-7336,Ozal,13,12,1983,11,1989
TUR,640,A2.9-7339,Akbulut,9,11,1989,6,1991
TUR,640,A2.9-7342,Yilmaz,24,6,1991,11,1991
TUR,640,A2.9-7345,Demirel,20,11,1991,5,1993
TUR,640,A2.9-7348,Erdal Inonu,16,5,1993,6,1993
TUR,640,A2.9-7351,Ciller,25,6,1993,3,1996
TUR,640,A2.9-7354,Yilmaz,6,3,1996,6,1996
TUR,640,A2.9-7357,Erbakan,28,6,1996,6,1997
TUR,640,A2.9-7360,Yilmaz,30,6,1997,1,1999
TUR,640,A2.9-7363,Ecevit,11,1,1999,11,2002
TUR,640,A2.9-7366,Abdullah Gul,19,11,2002,3,2003
TUR,640,A2.9-7369,Erdogan,14,3,2003,8,2014
TUR,640,cb-640-1,Davutoglu,28,8,2014,,
IRQ,645,A2.9-7378,Abdul-Ilah,4,4,1939,5,1953
IRQ,645,A2.9-7381,Faisal II,2,5,1953,7,1958
IRQ,645,A2.9-7384,Karrim Kassem,14,7,1958,2,1963
IRQ,645,A2.9-7387,Salem Aref,8,2,1963,4,1966
IRQ,645,A2.9-7390,Rahmen Aref,17,4,1966,7,1968
IRQ,645,A2.9-7393,Hassan Al-Bakr,17,7,1968,7,1979
IRQ,645,A2.9-7396,Saddam Hussein,16,7,1979,4,2003
IRQ,645,A2.9-7399,Tommy Ray Franks,9,4,2003,4,2003
IRQ,645,A2.9-7402,Jay Garner,21,4,2003,5,2003
IRQ,645,A2.9-7405,Paul Bremer,12,5,2003,6,2004
IRQ,645,A2.9-7408,Iyad Allawi,28,6,2004,5,2005
IRQ,645,A3.0-163,al-Jaafari,3,5,2005,5,2006
IRQ,645,A3.0-164,al-Maliki,20,5,2006,9,2014
IRQ,645,cb-645-1,al-Abadi,8,9,2014,,
EGY,651,A2.9-7414,Farouk,28,4,1936,7,1952
